slug,name,team,pos,overall,height,height_in,weight_lbs,wingspan,wingspan_in,Outside Scoring,Inside Scoring,Playmaking,Athleticism,Defense,Rebounding,Intangibles,Close Shot,Free Throw,Mid-Range Shot,Offensive Consistency,Shot IQ,Three-Point Shot,Draw Foul,Driving Dunk,Hands,Layup,Post Control,Post Fade,Post Hook,Standing Dunk,Ball Handle,Pass Accuracy,Pass IQ,Pass Vision,Speed with Ball,Agility,Hustle,Overall Durability,Speed,Stamina,Strength,Vertical,Block,Defensive Consistency,Help Defense IQ,Interior Defense,Pass Perception,Perimeter Defense,Steal,Defensive Rebound,Offensive Rebound,badge: Deadeye,badge: Limitless Range,badge: Mini Marksman,badge: Set Shot Specialist,badge: Shifty Shooter,badge: Aerial Wizard,badge: Float Game,badge: Hook Specialist,badge: Layup Mixmaster,badge: Paint Prodigy,badge: Physical Finisher,badge: Post Fade Phenom,badge: Post Powerhouse,badge: Post-Up Poet,badge: Posterizer,badge: Rise Up,badge: Ankle Assassin,badge: Bail Out,badge: Break Starter,badge: Dimer,badge: Handles For Days,badge: Lightning Launch,badge: Strong Handle,badge: Unpluckable,badge: Versatile Visionary,badge: Challenger,badge: Glove,badge: High-Flying Denier,badge: Immovable Enforcer,badge: Interceptor,badge: Off-Ball Pest,badge: On-Ball Menace,badge: Paint Patroller,badge: Pick Dodger,badge: Post Lockdown,badge: Boxout Beast,badge: Rebound Chaser,badge: Brick Wall,badge: Pogo Stick,badge: Slippery Off-Ball,classic_team,base_team,season,era_tag
bo-outlaw-2002-03-phoenix-suns,Bo Outlaw,2002-03 Phoenix Suns,PF / SF,75,"6'8""",80,210,"7'0""",84,67.0,60.0,37.0,69.0,63.0,65.0,85.0,66,62,72,65,98,38,45,56,74,56,65,65,60,55,43,34,44,38,25,42,95,77,39,81,84,66,69,75,75,66,49,65,44,63,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,Bronze,Gold,-,-,2002-03 Phoenix Suns,Phoenix Suns,2002-03,'03
jake-voskuhl-2002-03-phoenix-suns,Jake Voskuhl,2002-03 Phoenix Suns,C,73,"6'11""",83,245,"7'3""",87,61.0,59.0,50.0,65.0,61.0,78.0,85.0,77,69,57,65,75,25,33,60,74,47,64,63,64,70,58,59,58,39,36,37,75,81,43,80,71,65,80,65,60,68,60,37,58,68,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,-,-,-,-,-,-,-,-,-,-,Gold,-,-,-,-,-,-,Gold,-,Bronze,Silver,Gold,-,2002-03 Phoenix Suns,Phoenix Suns,2002-03,'03
joe-johnson-2002-03-phoenix-suns,Joe Johnson,2002-03 Phoenix Suns,SG,72,"6'7""",79,240,"6'9""",81,69.0,58.0,73.0,81.0,56.0,45.0,30.0,82,77,82,50,40,81,70,65,88,83,44,44,44,25,86,69,70,60,82,78,65,89,84,96,71,85,40,55,68,54,67,68,42,51,38,-,-,-,Bronze,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,2002-03 Phoenix Suns,Phoenix Suns,2002-03,'03
casey-jacobsen-2002-03-phoenix-suns,Casey Jacobsen,2002-03 Phoenix Suns,SF / SG,71,"6'6""",78,220,"6'11""",83,65.0,50.0,51.0,71.0,56.0,39.0,98.0,59,69,73,50,65,75,45,45,68,70,47,58,30,40,60,58,57,39,42,77,64,77,57,84,64,75,35,55,68,53,60,77,47,39,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2002-03 Phoenix Suns,Phoenix Suns,2002-03,'03
scott-williams-2002-03-phoenix-suns,Scott Williams,2002-03 Phoenix Suns,PF / C,71,"6'10""",82,230,"7'2""",86,60.0,53.0,44.0,66.0,64.0,69.0,98.0,74,79,74,50,50,30,65,40,62,32,55,55,40,77,33,44,80,40,25,35,98,77,38,98,70,43,58,80,70,78,68,49,47,66,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2002-03 Phoenix Suns,Phoenix Suns,2002-03,'03
randy-brown-2002-03-phoenix-suns,Randy Brown,2002-03 Phoenix Suns,PG,70,"6'2""",74,190,"6'3""",75,67.0,42.0,64.0,65.0,62.0,41.0,98.0,69,75,70,60,70,60,49,25,84,70,25,29,25,25,70,60,62,61,69,69,79,80,72,60,41,57,32,70,74,25,84,79,71,41,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,Bronze,Bronze,-,-,-,-,-,-,-,-,-,2002-03 Phoenix Suns,Phoenix Suns,2002-03,'03
steve-nash-2004-05-phoenix-suns,Steve Nash,2004-05 Phoenix Suns,PG,95,"6'3""",75,195,"6'6""",78,93.0,52.0,94.0,80.0,66.0,40.0,80.0,91,88,92,98,98,92,88,28,98,97,30,25,28,25,91,98,99,98,84,84,98,82,84,98,50,65,30,90,80,25,92,84,61,43,37,Gold,Silver,Gold,Gold,Gold,-,Silver,-,Gold,-,-,-,-,-,-,-,Gold,Silver,-,HOF,Gold,Bronze,HOF,HOF,HOF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2004-05 Phoenix Suns,Phoenix Suns,2004-05,'05
amare-stoudemire-2004-05-phoenix-suns,Amar’e Stoudemire,2004-05 Phoenix Suns,PF / C,88,"6'10""",82,245,"7'2""",86,82.0,90.0,48.0,76.0,70.0,77.0,65.0,84,73,90,97,98,50,93,95,98,78,94,82,84,95,54,52,60,34,42,52,85,75,76,82,82,82,70,70,75,82,74,59,60,82,72,-,-,-,Gold,-,Gold,Bronze,-,-,Silver,-,Bronze,Gold,Bronze,Gold,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,Bronze,-,-,-,-,2004-05 Phoenix Suns,Phoenix Suns,2004-05,'05
shawn-marion-2004-05-phoenix-suns,Shawn Marion,2004-05 Phoenix Suns,SF / PF,87,"6'7""",79,220,"6'10""",82,82.0,74.0,61.0,83.0,74.0,86.0,70.0,88,83,70,80,92,79,65,85,95,82,69,54,72,70,61,60,70,34,79,87,90,85,85,86,60,88,65,70,80,80,65,84,77,88,84,-,-,-,Silver,-,Gold,-,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,Gold,Gold,Gold,Bronze,Gold,Gold,Bronze,-,Gold,-,Gold,Gold,-,Gold,-,2004-05 Phoenix Suns,Phoenix Suns,2004-05,'05
joe-johnson-2004-05-phoenix-suns,Joe Johnson,2004-05 Phoenix Suns,SF,80,"6'7""",79,240,"6'9""",81,83.0,58.0,73.0,82.0,56.0,45.0,60.0,84,77,87,85,75,87,70,65,88,84,44,44,44,25,86,69,70,60,82,78,70,89,85,96,71,85,40,55,68,54,67,68,42,51,38,-,-,-,Bronze,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,2004-05 Phoenix Suns,Phoenix Suns,2004-05,'05
quentin-richardson-2004-05-phoenix-suns,Quentin Richardson,2004-05 Phoenix Suns,SG / SF,77,"6'6""",78,223,"6'10""",82,79.0,56.0,65.0,73.0,59.0,52.0,98.0,79,73,75,75,84,88,56,70,70,78,45,62,25,40,74,78,70,34,67,68,80,68,74,90,52,78,40,60,73,45,62,68,63,61,42,-,Silver,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,Silver,Bronze,-,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,2004-05 Phoenix Suns,Phoenix Suns,2004-05,'05
leandro-barbosa-2004-05-phoenix-suns,Leandro Barbosa,2004-05 Phoenix Suns,SG / PG,74,"6'3""",75,176,"6'6""",78,75.0,45.0,78.0,73.0,48.0,44.0,50.0,75,79,79,80,55,81,57,25,80,84,30,30,30,25,85,74,74,64,95,74,73,77,97,80,42,66,35,50,59,36,49,49,61,47,41,-,-,-,Silver,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,HOF,-,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2004-05 Phoenix Suns,Phoenix Suns,2004-05,'05
steven-hunter-2004-05-phoenix-suns,Steven Hunter,2004-05 Phoenix Suns,C / PF,73,"7'0""",84,220,"7'4""",88,54.0,68.0,41.0,74.0,64.0,64.0,60.0,79,33,62,50,50,47,75,63,84,58,62,58,60,85,50,54,50,26,25,45,90,83,52,86,74,85,89,60,75,77,68,45,35,56,72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,Gold,-,-,2004-05 Phoenix Suns,Phoenix Suns,2004-05,'05
jake-voskuhl-2004-05-phoenix-suns,Jake Voskuhl,2004-05 Phoenix Suns,C,73,"6'11""",83,245,"7'3""",87,61.0,59.0,50.0,65.0,61.0,78.0,85.0,77,69,57,65,75,25,33,60,74,47,64,63,64,70,58,59,58,39,36,37,75,81,43,80,71,65,80,65,60,68,60,37,58,68,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,-,-,-,-,-,-,-,-,-,-,Gold,-,-,-,-,-,-,Gold,-,Bronze,Silver,Gold,-,2004-05 Phoenix Suns,Phoenix Suns,2004-05,'05
jim-jackson-2004-05-phoenix-suns,Jim Jackson,2004-05 Phoenix Suns,SG,70,"6'6""",78,220,"6'10""",82,71.0,45.0,70.0,68.0,44.0,46.0,85.0,59,93,66,50,73,86,37,45,78,83,26,42,26,25,78,70,75,55,70,57,64,78,74,84,46,75,30,35,54,34,49,52,57,57,34,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2004-05 Phoenix Suns,Phoenix Suns,2004-05,'05
bo-outlaw-2004-05-phoenix-suns,Bo Outlaw,2004-05 Phoenix Suns,PF / SF,70,"6'8""",80,210,"7'0""",84,63.0,60.0,35.0,67.0,60.0,68.0,80.0,66,55,82,45,78,50,45,56,74,56,65,65,60,55,43,34,38,34,25,42,88,77,39,81,77,66,76,60,63,66,49,42,61,69,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2004-05 Phoenix Suns,Phoenix Suns,2004-05,'05
walter-mccarty-2004-05-phoenix-suns,Walter McCarty,2004-05 Phoenix Suns,PF,69,"6'10""",82,230,"7'2""",86,68.0,59.0,57.0,73.0,63.0,51.0,30.0,79,62,77,70,40,80,37,72,67,67,57,57,57,60,73,66,44,37,65,80,72,81,69,72,65,75,51,65,70,66,66,63,63,59,42,-,-,-,-,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2004-05 Phoenix Suns,Phoenix Suns,2004-05,'05
gary-payton-1995-96-seattle-supersonics,Gary Payton,1995-96 Seattle Supersonics,PG / SG,92,"6'4""",76,180,"6'7""",79,77.0,63.0,90.0,87.0,83.0,46.0,55.0,84,74,81,80,60,80,67,40,98,93,68,63,50,25,89,97,97,78,91,99,90,93,91,98,65,74,37,98,98,60,93,98,99,46,45,-,-,-,Bronze,Gold,-,Gold,-,Gold,-,-,-,-,-,-,-,Gold,Gold,-,Gold,Gold,Gold,Gold,Gold,Gold,HOF,HOF,-,HOF,HOF,Gold,HOF,-,HOF,-,-,-,-,-,-,1995-96 Seattle Supersonics,Seattle Supersonics,1995-96,'96
shawn-kemp-1995-96-seattle-supersonics,Shawn Kemp,1995-96 Seattle Supersonics,PF / C,88,"6'10""",82,230,"7'2""",86,72.0,87.0,67.0,86.0,81.0,87.0,85.0,78,74,60,75,90,53,89,96,95,77,90,83,71,97,62,65,74,60,72,59,98,85,80,98,85,95,77,85,85,82,97,78,63,88,85,-,-,-,-,-,Gold,-,-,-,Silver,-,Silver,Silver,Silver,HOF,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,Silver,-,-,1995-96 Seattle Supersonics,Seattle Supersonics,1995-96,'96
detlef-schrempf-1995-96-seattle-supersonics,Detlef Schrempf,1995-96 Seattle Supersonics,SF / PF,84,"6'9""",81,214,"7'0""",84,82.0,71.0,69.0,74.0,64.0,52.0,90.0,84,77,82,80,80,89,77,62,82,65,83,79,57,65,71,71,70,70,64,73,71,83,66,88,66,69,32,80,71,70,72,66,60,58,45,Silver,Gold,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,1995-96 Seattle Supersonics,Seattle Supersonics,1995-96,'96
hersey-hawkins-1995-96-seattle-supersonics,Hersey Hawkins,1995-96 Seattle Supersonics,SG / PG,78,"6'3""",75,190,"6'6""",78,84.0,55.0,63.0,75.0,58.0,45.0,80.0,83,87,85,80,85,84,66,55,80,80,25,66,25,40,70,62,64,47,70,78,72,90,66,90,55,72,35,70,70,34,45,76,79,46,43,-,Silver,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,1995-96 Seattle Supersonics,Seattle Supersonics,1995-96,'96
nate-mcmillan-1995-96-seattle-supersonics,Nate McMillan,1995-96 Seattle Supersonics,PG / SG,78,"6'5""",77,195,"6'8""",80,71.0,49.0,76.0,79.0,80.0,54.0,40.0,72,70,69,70,61,83,41,62,85,65,36,55,25,25,77,76,78,71,79,90,85,81,82,82,70,65,51,90,90,60,88,89,92,63,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,Gold,-,Gold,Gold,Gold,Gold,-,Gold,-,-,-,-,-,-,1995-96 Seattle Supersonics,Seattle Supersonics,1995-96,'96
sam-perkins-1995-96-seattle-supersonics,Sam Perkins,1995-96 Seattle Supersonics,PF / C,78,"6'9""",81,235,"7'0""",84,81.0,62.0,38.0,59.0,67.0,57.0,90.0,76,79,76,80,86,87,69,44,84,50,60,70,60,60,37,47,46,37,25,36,67,83,34,75,74,46,57,85,77,76,75,36,65,60,53,-,-,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1995-96 Seattle Supersonics,Seattle Supersonics,1995-96,'96
ervin-johnson-1995-96-seattle-supersonics,Ervin Johnson,1995-96 Seattle Supersonics,C / PF,74,"6'11""",83,245,"7'3""",87,55.0,56.0,32.0,68.0,65.0,77.0,98.0,55,66,35,50,98,25,80,60,49,28,29,40,66,96,28,34,44,29,25,25,98,85,40,98,79,49,90,50,60,85,85,25,60,82,72,-,-,-,-,-,Gold,-,-,-,Silver,-,-,-,-,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,-,Gold,-,-,1995-96 Seattle Supersonics,Seattle Supersonics,1995-96,'96
vincent-askew-1995-96-seattle-supersonics,Vincent Askew,1995-96 Seattle Supersonics,SG / SF,71,"6'6""",78,210,"6'9""",81,71.0,54.0,62.0,67.0,59.0,49.0,90.0,73,76,70,65,66,78,67,64,71,66,36,55,25,46,72,64,65,58,53,72,64,79,60,75,55,63,42,65,62,45,68,69,61,50,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1995-96 Seattle Supersonics,Seattle Supersonics,1995-96,'96
eric-snow-1995-96-seattle-supersonics,Eric Snow,1995-96 Seattle Supersonics,PG,71,"6'3""",75,190,"6'6""",78,61.0,58.0,80.0,72.0,62.0,42.0,50.0,74,59,70,35,60,67,53,25,93,85,60,70,55,25,78,82,80,79,80,87,60,83,80,85,54,57,40,70,75,52,60,78,61,48,35,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1995-96 Seattle Supersonics,Seattle Supersonics,1995-96,'96
david-wingate-1995-96-seattle-supersonics,David Wingate,1995-96 Seattle Supersonics,SG / SF,71,"6'5""",77,185,"6'8""",80,73.0,49.0,57.0,71.0,59.0,40.0,90.0,74,78,75,60,65,83,53,55,75,65,25,55,25,42,67,58,60,49,53,71,85,79,64,82,55,60,37,60,70,62,58,68,61,40,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1995-96 Seattle Supersonics,Seattle Supersonics,1995-96,'96
frank-brickowski-1995-96-seattle-supersonics,Frank Brickowski,1995-96 Seattle Supersonics,PF / C,69,"6'9""",81,240,"7'0""",84,73.0,55.0,39.0,56.0,58.0,52.0,65.0,66,70,60,70,85,85,65,40,70,40,51,50,62,60,40,48,47,37,25,25,85,84,25,65,85,25,40,65,77,70,72,25,60,62,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1995-96 Seattle Supersonics,Seattle Supersonics,1995-96,'96
kevin-durant-2011-12-oklahoma-city-thunder,Kevin Durant,2011-12 Oklahoma City Thunder,SF / PF,96,"6'9""",81,240,"7'5""",89,94.0,82.0,79.0,82.0,69.0,67.0,80.0,96,86,97,98,98,89,91,85,91,98,84,88,68,51,90,80,81,60,84,84,75,89,89,98,55,84,74,60,74,68,65,70,74,84,50,HOF,Gold,-,Gold,HOF,Silver,Gold,-,Gold,-,Silver,-,-,-,-,-,Bronze,Bronze,Silver,-,Silver,Silver,Silver,Silver,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,2011-12 Oklahoma City Thunder,Oklahoma City Thunder,2011-12,'12
russell-westbrook-2011-12-oklahoma-city-thunder,Russell Westbrook,2011-12 Oklahoma City Thunder,PG,88,"6'3""",75,200,"6'8""",80,83.0,64.0,87.0,91.0,63.0,50.0,80.0,76,82,88,98,84,72,84,85,81,90,53,64,33,25,86,80,88,85,98,92,98,88,99,98,74,90,28,75,74,30,84,77,71,52,48,-,-,Gold,-,-,Silver,Gold,-,Gold,-,Silver,-,-,-,Gold,-,Silver,Gold,Silver,Gold,Silver,Gold,Silver,Silver,Silver,Bronze,-,-,Bronze,Silver,Silver,Bronze,-,Bronze,-,Bronze,Silver,-,-,-,2011-12 Oklahoma City Thunder,Oklahoma City Thunder,2011-12,'12
james-harden-2011-12-oklahoma-city-thunder,James Harden,2011-12 Oklahoma City Thunder,SG,87,"6'5""",77,220,"6'11""",83,83.0,73.0,81.0,85.0,52.0,43.0,80.0,65,85,81,90,88,89,86,84,94,94,55,78,57,35,91,76,77,74,86,76,95,88,87,90,72,87,53,25,43,67,54,53,69,50,36,Gold,Gold,-,-,Gold,-,Gold,-,Gold,-,Silver,-,-,-,-,-,Gold,Silver,-,-,Silver,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,2011-12 Oklahoma City Thunder,Oklahoma City Thunder,2011-12,'12
serge-ibaka-2011-12-oklahoma-city-thunder,Serge Ibaka,2011-12 Oklahoma City Thunder,PF / C,87,"6'10""",82,245,"7'4""",88,78.0,71.0,36.0,83.0,81.0,83.0,70.0,92,66,91,50,98,70,64,90,85,68,71,54,57,77,32,26,70,25,27,62,85,94,64,93,85,95,97,90,92,92,84,62,53,74,92,-,-,-,Silver,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,-,Gold,Gold,-,-,-,Gold,-,Gold,Gold,Silver,Gold,Gold,-,2011-12 Oklahoma City Thunder,Oklahoma City Thunder,2011-12,'12
kendrick-perkins-2011-12-oklahoma-city-thunder,Kendrick Perkins,2011-12 Oklahoma City Thunder,C,77,"6'10""",82,280,"7'2""",86,60.0,68.0,39.0,65.0,74.0,79.0,50.0,89,62,44,60,80,25,67,45,85,60,72,59,74,85,41,35,54,33,30,32,83,79,42,73,95,52,84,70,84,84,66,75,57,80,78,-,-,-,-,-,Gold,-,-,-,-,-,-,Gold,-,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,Gold,-,-,2011-12 Oklahoma City Thunder,Oklahoma City Thunder,2011-12,'12
thabo-sefolosha-2011-12-oklahoma-city-thunder,Thabo Sefolosha,2011-12 Oklahoma City Thunder,SF,76,"6'7""",79,222,"6'10""",82,73.0,57.0,52.0,76.0,72.0,55.0,50.0,60,88,84,30,85,89,60,75,82,71,44,51,35,40,68,54,46,37,53,87,72,81,72,92,42,84,56,80,81,55,74,84,73,68,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,2011-12 Oklahoma City Thunder,Oklahoma City Thunder,2011-12,'12
nick-collison-2011-12-oklahoma-city-thunder,Nick Collison,2011-12 Oklahoma City Thunder,PF,75,"6'10""",82,255,"7'2""",86,67.0,64.0,42.0,66.0,58.0,74.0,98.0,74,71,87,35,98,38,60,51,70,70,78,62,64,60,44,46,58,38,25,30,85,79,62,75,66,63,56,45,75,75,70,30,58,66,82,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011-12 Oklahoma City Thunder,Oklahoma City Thunder,2011-12,'12
daequan-cook-2011-12-oklahoma-city-thunder,Daequan Cook,2011-12 Oklahoma City Thunder,SG,73,"6'5""",77,205,"6'8""",80,80.0,43.0,69.0,78.0,44.0,30.0,80.0,70,64,85,80,98,84,27,50,75,70,30,30,30,35,77,72,72,50,72,77,98,70,82,98,40,80,25,50,55,30,40,55,50,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011-12 Oklahoma City Thunder,Oklahoma City Thunder,2011-12,'12
derek-fisher-2011-12-oklahoma-city-thunder,Derek Fisher,2011-12 Oklahoma City Thunder,PG / SG,72,"6'1""",73,200,"6'6""",78,73.0,41.0,76.0,68.0,51.0,48.0,85.0,74,88,73,35,90,80,37,25,76,76,26,35,25,25,81,86,87,55,73,78,68,78,74,80,30,66,30,40,66,47,49,68,58,55,40,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011-12 Oklahoma City Thunder,Oklahoma City Thunder,2011-12,'12
lazar-hayward-2011-12-oklahoma-city-thunder,Lazar Hayward,2011-12 Oklahoma City Thunder,SF,71,"6'6""",78,225,"7'1""",85,65.0,52.0,67.0,74.0,61.0,43.0,65.0,54,78,78,40,70,70,34,60,80,70,40,38,39,57,74,70,69,50,70,76,81,80,76,85,44,75,52,60,65,59,65,69,60,47,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011-12 Oklahoma City Thunder,Oklahoma City Thunder,2011-12,'12
nazr-mohammed-2011-12-oklahoma-city-thunder,Nazr Mohammed,2011-12 Oklahoma City Thunder,C,71,"6'10""",82,250,"7'2""",86,49.0,49.0,28.0,61.0,67.0,75.0,95.0,75,33,54,45,64,25,35,50,43,50,47,57,58,55,35,29,26,25,25,55,72,84,31,72,72,38,67,75,66,80,67,55,62,81,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,2011-12 Oklahoma City Thunder,Oklahoma City Thunder,2011-12,'12
reggie-jackson-2011-12-oklahoma-city-thunder,Reggie Jackson,2011-12 Oklahoma City Thunder,PG,70,"6'3""",75,208,"6'6""",78,71.0,50.0,77.0,81.0,55.0,38.0,35.0,74,86,82,50,70,66,54,69,80,72,28,48,25,25,82,78,74,64,86,84,85,84,86,95,48,85,32,55,60,49,64,64,59,43,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011-12 Oklahoma City Thunder,Oklahoma City Thunder,2011-12,'12
royal-ivey-2011-12-oklahoma-city-thunder,Royal Ivey,2011-12 Oklahoma City Thunder,SG,69,"6'3""",75,200,"6'7""",79,65.0,43.0,65.0,72.0,61.0,43.0,80.0,59,70,61,60,61,79,67,25,70,61,29,39,25,25,71,60,62,59,71,86,81,82,70,88,40,60,39,70,72,38,75,70,61,51,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011-12 Oklahoma City Thunder,Oklahoma City Thunder,2011-12,'12
eric-maynor-2011-12-oklahoma-city-thunder,Eric Maynor,2011-12 Oklahoma City Thunder,PG,69,"6'3""",75,175,"6'3""",75,68.0,53.0,74.0,76.0,54.0,41.0,30.0,47,89,90,55,50,79,51,80,78,74,42,43,31,25,73,70,74,72,80,74,80,83,86,85,44,81,25,45,70,35,74,72,56,44,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011-12 Oklahoma City Thunder,Oklahoma City Thunder,2011-12,'12
kevin-garnett-2003-04-minnesota-timberwolves,Kevin Garnett,2003-04 Minnesota Timberwolves,PF / C,97,"6'11""",83,220,"7'3""",87,89.0,90.0,74.0,89.0,82.0,94.0,50.0,98,79,94,98,98,69,82,88,98,82,98,89,88,97,70,68,85,72,74,79,98,88,87,98,88,87,80,95,88,97,85,61,65,94,93,-,-,-,Gold,-,Gold,Gold,-,-,Gold,Gold,Gold,Gold,Gold,Gold,Gold,-,-,-,-,-,-,-,-,-,HOF,Silver,Gold,Silver,Gold,-,Silver,Gold,Silver,HOF,HOF,HOF,Gold,Gold,-,2003-04 Minnesota Timberwolves,Minnesota Timberwolves,2003-04,'04
sam-cassell-2003-04-minnesota-timberwolves,Sam Cassell,2003-04 Minnesota Timberwolves,PG / SG,87,"6'3""",75,185,"6'6""",78,87.0,56.0,86.0,75.0,64.0,40.0,80.0,92,87,77,90,85,88,70,25,95,94,53,58,30,25,86,88,89,85,84,81,72,86,84,95,34,76,37,75,74,54,75,70,64,46,34,-,-,Gold,Gold,Gold,-,Gold,-,Gold,-,-,-,-,-,-,-,Gold,Gold,Gold,Gold,Gold,Silver,Bronze,Bronze,Gold,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,2003-04 Minnesota Timberwolves,Minnesota Timberwolves,2003-04,'04
